show_id,title,tags
s5725,"Dana Carvey: Straight White Male, 60",Movie MarcusRaboy DanaCarvey UnitedStates 2016 TV-MA Stand-UpComedy Emmy-winning comedian Dana Carvey blends pitch-perfect takes on big personalities with so-true-it-hurts stories from his life as a dad of millennials. 
s5726,The Ivory Game,"Movie KiefDavidson RichardLadkani Austria 2016 TV-14 Documentaries Filmmakers infiltrate the corrupt global network of ivory trafficking, exposing poachers and dealers as African elephants edge closer to extinction. "
s5727,A Grand Night In: The Story of Aardman,"Movie RichardMears JulieWalters UnitedKingdom 2015 TV-PG Documentaries Aardman Animations icons Wallace & Gromit, Morph and more join fans and collaborators for a retrospective celebrating the studio's 40th anniversary. "
s5728,Inborn Pair,"TV Show AnnieChen ChrisWang HsiehKunDa PuffKuo JenniferHong Taiwan 2011 TV-14 InternationalTVShows RomanticTVShows TVComedies Betrothed while in utero, a resort group president enters into an arranged marriage with a legal assistant. Despite their bickering, love blooms. "
s5729,Just You,"TV Show AaronYan PuffKuo KatherineWang DeanFujioka LylaLin Taiwan 2013 TV-14 InternationalTVShows RomanticTVShows TVComedies When her uptight new boss and landlord starts a war on office romances, plucky Liang-liang quickly starts looking for ways to get him to lighten up. "
s5730,Love Around,"TV Show GeorgeHu AnnieChen MandyTao JackLee TanAi-Chen Taiwan 2013 TV-14 InternationalTVShows RomanticTVShows TVComedies After a chance meeting at a ballpark, the kind son of a former gangster tries to help an outgoing radio DJ get over her recent heartbreak. "
s5731,Love Family,TV Show ChrisWang SerenaFang JackLee AmandaChou YinFu Taiwan 2013 TV-MA InternationalTVShows RomanticTVShows TVComedies A wealthy heir's search for a nameless childhood sweetheart leads him to an inn run by a family with three sisters. But which one is his true love? 
s5732,Love Me or Leave Me,"TV Show AnnHsu ChrisWang AlanKuo K'ang-iLee AlbeeHuang Taiwan 2012 TV-14 InternationalTVShows RomanticTVShows TVComedies When a marriage-phobic woman hires a seductress to test how faithful her eager-to-wed boyfriend is, her plan takes an unexpected turn. "
s5733,Love Now,"TV Show AnnieChen GeorgeHu BobbyDou ViviLee HarryChang Taiwan 2012 TV-14 InternationalTVShows RomanticTVShows TVComedies When her loved ones cook up a morbid plan to make her take time off from work, Yang Yiru goes on a vacation, truly believing she has terminal cancer. "
s5734,Norman Lear: Just Another Version of You,"Movie HeidiEwing RachelGrady NormanLear GeorgeClooney BillMoyers JohnAmos RussellSimmons UnitedStates 2016 TV-MA Documentaries This documentary turns the spotlight on the man behind the iconic ""All in the Family,"" with comments from friends, family and famous collaborators. "
s5735,Santa Pac's Merry Berry Day,Movie MotoSakakibara ErinMathews SamVincent AndreaLibman AshleighBall IanJamesCorlett 2016 TV-Y Movies Pac aims to keep Berry Day the happiest day ever by unraveling a curious mystery about his parents and thwarting Betrayus's plan to capture Santa Pac. 
s5736,Spanish Affair 2,Movie EmilioMartínezLázaro DaniRovira ClaraLago KarraElejalde CarmenMachi BelénCuesta Spain 2015 TV-MA Comedies InternationalMovies RomanticMovies Spanish provincialism is put into the spotlight as a man from the Basque Country embarks on a mission to keep his daughter from marrying a Catalan. 
s5737,Pup Star,"Movie RobertVince MakenzieMoss JedRees DavidDeLuise CarlaJimenez TomEverettScott Canada 2016 G Children&FamilyMovies Comedies After a singing pup with big dreams of stardom gets dognapped and escapes with a friend's help, her journey home is a fun, music-filled adventure. "
s5738,I Am the Pretty Thing That Lives in the House,Movie OsgoodPerkins RuthWilson BobBalaban LucyBoynton PaulaPrentiss Canada UnitedStates 2016 TV-14 HorrorMovies InternationalMovies Thrillers A nervous nurse who scares easily finds herself caring for an ailing horror novelist while living in a house with hidden secrets. 
s5739,Into the Inferno,"Movie WernerHerzog WernerHerzog UnitedKingdom Germany Canada 2016 TV-PG Documentaries With stunning views of eruptions and lava flows, Werner Herzog captures the raw power of volcanoes and their ties to indigenous spiritual practices. "
s5740,The African Doctor,"Movie JulienRambaldi MarcZinga AïssaMaïga BayronLebli MédinaDiarra Rufus France 2016 TV-14 Comedies Dramas InternationalMovies Happily escaping a dictatorship, a Congolese doctor transplants his family to a small French village, where culture shock sets in for everyone. "
s5741,They Are Everywhere,"Movie YvanAttal YvanAttal BenoîtPoelvoorde CharlotteGainsbourg ValérieBonneton DanyBoon France Belgium 2016 TV-MA Comedies InternationalMovies In counseling sessions with his therapist, preoccupied Yvan shares stories of anti-Semitism and what it's like to live as a Jew in modern France. "
s5742,Trailer Park Boys: Out of the Park: Europe,"TV Show MikeSmith JohnPaulTremblay RobbWells Canada 2016 TV-MA InternationalTVShows TVComedies The Trailer Park Boys are thrilled to get a free trip to Europe, until they arrive and learn about their corporate sponsor's unusual requirements. "
s5743,West Coast,Movie BenjaminWeill DeviCouzigou MathisCrusson VictorLeBlond SullivanLoyez Pierre-FrançoisMartin-Laval France 2016 TV-MA Comedies Dramas InternationalMovies Four small-town French teens who style themselves after American rappers set out to avenge a classroom insult and end up on a mind-blowing adventure. 
s5744,7 años,Movie RogerGual PacoLeón JuanaAcosta JuanPabloRaba AlexBrendemühl ManuelMorón Spain 2016 TV-MA Dramas InternationalMovies Loyalties are tested and cruelties revealed when four business partners spend a tense evening debating who will pay for the crime they committed. 
s5745,Containment,"TV Show DavidGyasi ChristinaMarieMoses ChrisWood KristenGutoskie ClaudiaBlack UnitedStates 2016 TV-MA TVDramas TVThrillers When a ferocious contagion sweeps through Atlanta, authorities impose a precarious quarantine on the city while scrambling to find a cure. "
s5746,Joe Rogan: Triggered,"Movie AnthonyGiordano JoeRogan UnitedStates 2016 TV-MA Stand-UpComedy Unleashing his inquisitive, intense comedic style, Rogan explores everything from raising kids and Santa Claus to pot gummies and talking to dolphins. "
s5747,A Mighty Team,"Movie ThomasSorriaux GérardDepardieu ChantalLauby MediSadoun IlianBergala BlancheGardin France 2016 TV-MA Comedies InternationalMovies SportsMovies When a fit of anger leads to a serious injury, a sidelined soccer star returns to his hometown and reluctantly agrees to train the local youth. "
s5748,Berserk: The Golden Age Arc I - The Egg of the King,"Movie ToshiyukiKubooka HiroakiIwanaga TakahiroSakurai ToaYukinari YukiKaji MinakoKotobuki Japan 2012 TV-MA Action&Adventure AnimeFeatures InternationalMovies Loner Guts is recruited by Griffith and his band of mercenaries, but their ensuing success as a full-fledged army could lead to a horrible fate. "
s5749,Bleach The Movie: Fade to Black,"Movie NoriyukiAbe MasakazuMorita FumikoOrikasa AyaHirano HiroshiKamiya MitsuakiMadono Japan 2008 TV-PG Action&Adventure AnimeFeatures Sci-Fi&Fantasy When his mind is fogged by a scimitar-weilding stranger, Mayuri destroys his laboratory, unleashing a cloud of reishi that lays waste to the Seiretei. "
s5750,Bleach the Movie: Hell Verse,"Movie NoriyukiAbe MasakazuMorita FumikoOrikasa KazuyaNakai NoriakiSugiyama KentarôItô Japan 2010 TV-14 Action&Adventure AnimeFeatures Sci-Fi&Fantasy When a group of vicious Sinners plots to escape from this eternal prison in Hell, they discover that Substitute Soul Reaper Ichigo is the key to their freedom. The Sinners launch an attack and in the process kidnap Ichigo's younger sister. "
s5751,Blind Date,"Movie ClovisCornillac MélanieBernier ClovisCornillac LilouFogli PhilippeDuquesne GrégoireOestermann France 2015 TV-14 Comedies InternationalMovies Music&Musicals A passionate pianist and a soulful puzzle maker who treasures silence aren't the best neighbors, but things get interesting when they start to date. "
s5752,DEATH NOTE,"TV Show KappeiYamaguchi AlessandroJuliani MamoruMiyano BradSwaile AiSatou Japan 2006 TV-14 AnimeSeries CrimeTVShows InternationalTVShows When a Japanese high schooler comes into possession of a mystical notebook, he finds he has the power to kill anybody whose name he enters in it. "
s5753,Spotless,TV Show Marc-AndréGrondin DenisMénochet MirandaRaison DougAllen LiamGarrigan UnitedKingdom France 2015 TV-MA CrimeTVShows InternationalTVShows TVDramas The law-abiding owner of a crime scene cleaning service is forced into business with a powerful mob boss thanks to his irresponsible older brother. 
s5754,Vampire Knight,"TV Show DaisukeKishio EzraWeisz MamoruMiyano VicMignogna YuiHorie Japan 2008 TV-14 AnimeSeries InternationalTVShows RomanticTVShows At Cross Academy, two student disciplinary committee members are tasked with keeping the peace between a human class and a night class of vampires. "
s5755,Sky Ladder: The Art of Cai Guo-Qiang,"Movie KevinMacDonald CaiGuo-Qiang UnitedStates 2016 TV-MA Documentaries Known for his spectacular pyrotechnic displays, Chinese artist Cai Guo-Qiang creates his most ambitious project yet in this breathtaking documentary. "
s5756,Mascots,"Movie ChristopherGuest CarrieAizley SarahBaker BobBalaban EdBegleyJr. TomBennett UnitedStates 2016 TV-MA Comedies Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot in this offbeat, comic romp from Christopher Guest. "
s5757,Justin Timberlake + the Tennessee Kids,"Movie JonathanDemme JustinTimberlake UnitedStates 2016 TV-MA Music&Musicals On the final nights of a world tour, director Jonathan Demme captures what makes the show soar: gifted musicians, deft dancers and a magnetic star. "
s5758,13TH,"Movie AvaDuVernay UnitedStates 2016 TV-MA Documentaries In this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of African Americans and the U.S. prison boom. "
s5759,Russell Peters: Almost Famous,"Movie DaveHigby RussellPeters UnitedStates 2016 TV-MA Stand-UpComedy The comic comes home to Toronto to sound off on cultural quirks, kids' furniture and bathroom visits, reveling in all things ridiculously human. "
s5760,StoryBots Super Songs,"TV Show JudyGreer JeffGill ErinFitzgerald FredTatasciore GreggSpiridellis UnitedStates 2016 TV-Y Kids'TV Characters from the popular StoryBots apps for early childhood education give musical lessons on math, science, history, behaviors, emotions and more. "
s5761,The Siege of Jadotville,"Movie RichieSmyth JamieDornan GuillaumeCanet EmmanuelleSeigner JasonO'Mara MikaelPersbrandt Ireland SouthAfrica 2016 TV-MA Action&Adventure Dramas InternationalMovies Besieged by overwhelming enemy forces, Irish soldiers on a U.N. peacekeeping mission in Africa valiantly defend their outpost in this true story. "
s5762,LEGO Jurassic World: The Indominus Escape,Movie MichaelD.Black A.J.LoCascio SendhilRamamurthy FredTatasciore JakeJohnson LaurenLapkus UnitedStates 2016 TV-Y7 Children&FamilyMovies Comedies The scientists of Jurassic World create a captivating and terrifying new creature that loves hot dogs. But what happens when the hot dogs run out? 
s5763,Be with Me,"TV Show JasonTsou QueenWei RiverHuang FabienYang TangChen-Kang Taiwan 2015 TV-PG InternationalTVShows RomanticTVShows TVDramas They were the boy band to beat until fame tore them apart. Ten years later, five friends and an ex-love reunite and find themselves closer than ever. "
s5764,Be with You,"TV Show BobbyDou PeijiaHuang NylonChen ViviLee EdisonWang Taiwan 2015 TV-14 InternationalTVShows RomanticTVShows TVDramas After reconnecting with their girlhood crushes, two sisters find their lives turned upside down by surprising revelations and romantic intrigue. "
s5765,Bombshell,"Movie RiccardoPilizzeri AndeCunningham MarkMitchinson MiaPistorius NathalieBoltt NathanLovejoy NewZealand 2016 TV-MA Dramas In 1985, when a vessel protesting nuclear testing is sunk in New Zealand, local police fight to prove it was a terrorist plot by their French allies. "
s5766,Chatô: The King of Brazil,"Movie GuilhermeFontes MarcoRicca AndreaBeltrão LetíciaSabatella LeandraLeal GabrielBragaNunes Brazil 2015 TV-MA Dramas InternationalMovies The romanticized life of media mogul Assis Chateaubriand depicts him as the star of a televised trial, where his passions and achievements are judged. "
s5767,Fall in Love with Me,TV Show AaronYan TiaLee JackLee KatherineWang BeatriceFang Taiwan 2014 TV-14 InternationalTVShows RomanticTVShows TVComedies The head of a struggling ad agency finds herself torn between a hotshot executive and a kind stranger – not realizing they're the same person. 
s5768,Harud,"Movie AamirBashir MohammadAmirNaji ShahnawazBhat ShamimBasharat SalmaAshai MudessirAhmedKhan India 2010 TV-MA Dramas InternationalMovies A young Kashmiri man sets out to escape to Pakistan and make sense of his brother's death, but he drifts aimlessly until finding his brother's camera. "
s5769,Love Cheque Charge,"TV Show GeorgeHu PhoebeYuan HsiehKunDa JayShih SmileWeng Taiwan 2014 TV-14 InternationalTVShows RomanticTVShows TVComedies Three years after making a wild promise to a woman in distress, a rigid businessman runs into her again and must decide whether to honor his word. "
s5770,Masha's Spooky Stories,"TV Show UnitedStates Russia 2012 TV-Y Kids'TV Masha explains why there's no need to be scared of things like monsters, the dark, going to a new school, thunder and other common childhood fears. "
s5771,Much Ado About Nothing,Movie AlejandroFernándezAlmendras AgustínSilva PaulinaGarcía DanielAlcaíno AlejandroGoic LuisGnecco Chile UnitedStates France 2016 TV-MA Dramas IndependentMovies InternationalMovies Carefree college student Vicente ends up in a desperate fight for freedom when a well-connected friend falsely accuses him of a hit-and-run accident. 
s5772,Murphy's Law of Love,TV Show DansonTang Chia-yingLee JolinChien JennaWang Meng-shengShen Taiwan 2015 TV-PG InternationalTVShows RomanticTVShows TVComedies An online matchmaker who's convinced she's living under a curse finds her theories on life and love tested when she meets a shrewd divorce expert. 
s5773,My Big Night,Movie ÁlexdelaIglesia Raphael MarioCasas PepónNieto BlancaSuárez HugoSilva Spain 2015 TV-MA Comedies InternationalMovies Music&Musicals An unemployed man gets a job as an extra at the shooting of a New Year's Eve TV special that's beset by crises and seems to go on forever. 
s5774,My Little Pony Equestria Girls: Legend of Everfree,"Movie IshiRudell TaraStrong RebeccaShoichet AshleighBall AndreaLibman TabithaSt.Germain UnitedStates Canada 2016 TV-Y7 Children&FamilyMovies Comedies The Equestria Girls, human teen counterparts to My Little Pony characters, head to Camp Everfree, where they need a little magic to help save summer. "
s5775,Old Money,"TV Show DavidSchalko UdoKier SunnyiMelles NicholasOfczarek ManuelRubey NoravonWaldstätten UnitedStates 2015 TV-MA InternationalTVShows TVComedies TVDramas Backstabbing, blackmail and revenge consume the dysfunctional family of a wealthy patriarch as they compete to find him a new liver at all costs. "
s5776,Pac's Scary Halloween,"Movie ErinMathews SamVincent AndreaLibman AshleighBall IanJamesCorlett 2016 TV-Y7 Movies When sinister Dr. Pacenstein schemes to swap bodies with Pac during a Halloween party, Spiral, Cyli and Count Pacula scramble to save their pal. "
s5777,Riphagen - The Untouchable,"Movie PieterKuijpers JeroenvanKoningsbrugge AnnaRaadsveld SigridtenNapel PeterBlok BobStoop Netherlands 2016 TV-14 Dramas InternationalMovies This biopic profiles Andries Riphagen, a Dutch criminal who blackmailed Jews in hiding during World War II and was responsible for hundreds of deaths. "
s5778,Someone Like You,"TV Show KingoneWang LoreneRen SeanLee NitaLei WilliamLiao Taiwan 2015 TV-14 InternationalTVShows RomanticTVShows TVDramas After losing his sight and his fiancee in an accident, a man hires a caregiver who mysteriously sounds – and looks – just like his late girlfriend. "
s5779,Umrika,"Movie PrashantNair SurajSharma TonyRevolori SmitaTambe AdilHussain RajeshTailang India 2015 TV-MA Dramas IndependentMovies InternationalMovies An ambitious man leaves his small Indian village for America. But when his letters to home stop coming, his brother sets out on his own adventure. "
s5780,Unchained: The Untold Story of Freestyle Motocross,"Movie PaulTaublieb JonFreeman JoshBrolin UnitedStates 2016 TV-MA Documentaries SportsMovies This adrenaline-rush documentary traces the rise of freestyle motocross, arguably the world's most extreme sport, and spotlights its pioneers. "
s5781,Welcome Mr. President,"Movie RiccardoMilani ClaudioBisio KasiaSmutniak BeppeFiorello RemoGirone MassimoPopolizio Italy 2013 TV-MA Comedies InternationalMovies When frustrated politicians name a historical figure as the next president, an honest, humble man by the same name suddenly becomes Italy's leader. "
s5782,When I See You Again,"TV Show JasperLiu MandyWei JetChao IvyShao TinaChou Taiwan 2015 TV-14 InternationalTVShows RomanticTVShows TVComedies On a visit to his hometown, a rich bachelor seeks revenge on the woman who broke his heart 10 years ago. But his plan doesn't go as expected. "
s5783,Amanda Knox,Movie RodBlackhurst BrianMcGinn Denmark UnitedStates 2016 TV-MA Documentaries She was twice convicted and acquitted of murder. Amanda Knox and the people closest to her case speak out in this illuminating documentary. 
s5784,Audrie & Daisy,"Movie BonniCohen JonShenk UnitedStates 2016 TV-MA Documentaries In this wrenching documentary, two teens are sexually assaulted by boys they considered friends, humiliated online and harassed by their communities. "
s5785,Iliza Shlesinger: Confirmed Kills,"Movie BobcatGoldthwait IlizaShlesinger UnitedStates 2016 TV-MA Stand-UpComedy The stand-up sensation tackles TV's ""Shark Tank,"" what it means to be a woman and how to deal with the lawless party goblin that lives in us all. "
s5786,VeggieTales in the House,"TV Show PhilVischer MikeNawrocki RobPaulsen TressMacNeille UnitedStates 2016 TV-Y Kids'TV Bob the Tomato, Larry the Cucumber and their Veggie pals venture beyond the kitchen counter in these playful adventures with Christian themes. "
s5787,"Karol Modzelewski, Łukasz „Lotek” Lodkowski No Offense","Movie KarolModzelewski Łukasz""Lotek”Lodkowski 2016 TV-MA Stand-UpComedy Charismatic comedy pals Karol Modzelewski and Łukasz ""Lotek"" Lodkowski bring their mischievous brand of humor to Warsaw's Klub Hybrydy. "
s5788,"Katarzyna Piasecka, Rafał Pacześ Seriously Funny",Movie KatarzynaPiasecka RafałPacześ 2016 TV-MA Stand-UpComedy Polish comedians Rafał Pacześ and Katarzyna Piasecka hit the stage at Warsaw's Klub Hybrydy for a night of funny anecdotes and sly jokes. 
s5789,"Mariusz Kałamaga, Karol Kopiec, Wiolka Walaszczyk Hilarious Trio","Movie MariuszKałamaga KarolKopiec WiolkaWalaszczyk 2016 TV-MA Stand-UpComedy Comedians Mariusz Kałamaga, Karol Kopiec and Wiolka Walaszczyk deliver an eclectic and energetic stand-up show at Klub Hybrydy in Warsaw. "
s5790,"Rafał Banaś, Michał Leja Laugh out Loud",Movie RafałBanaś MichałLeja 2016 TV-MA Stand-UpComedy Young Polish comedians Rafał Banaś and Michał Leja present a high-energy stand-up show at Warsaw's Klub Hybrydy. 
s5791,The Best of Rafał Rutkowski Olka Szczęśniak,"Movie RafałRutkowski OlkaSzczęśniak 2016 TV-MA Stand-UpComedy ""Recipe for Life"" star Rafał Rutkowski and Comedy Lab's Olka Szczęśniak serve up humorous impressions and wry wit at Warsaw's Klub Hybrydy. "
s5792,"Tomasz Jachimek, Jacek Stramik Laugh at Live","Movie TomaszJachimek JacekStramik 2016 TV-MA Stand-UpComedy Writer, actor and satirist Tomasz Jachimek teams up with comedian Jacek Stramik for a night of subversive stand-up at Klub Hybrydy in Warsaw. "
s5793,ARQ,"Movie TonyElliott RobbieAmell RachaelTaylor ShaunBenson GrayPowell JacobNeayem Canada UnitedStates 2016 TV-MA InternationalMovies Sci-Fi&Fantasy Thrillers Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity. "
s5794,Cedric the Entertainer: Live from the Ville,"Movie TroyMiller CedrictheEntertainer UnitedStates 2016 TV-MA Stand-UpComedy Donning his signature suit and fedora, the dapper comic offers a unique spin on getting old, the presidential election and ""Honky Tonk Badonkadonk."" "
s5795,Louis C.K.: Hilarious,"Movie LouisC.K. LouisC.K. UnitedStates 2010 84 min Movies Emmy-winning comedy writer Louis C.K. brings his caustic wit to Milwaukee, offering up his unique and uncensored take on sex, parenting and more. "
s5796,The White Helmets,"Movie OrlandovonEinsiedel UnitedKingdom 2016 TV-PG Documentaries As daily airstrikes pound civilian targets in Syria, a group of indomitable first responders risk their lives to rescue victims from the rubble. "
s5797,Sample This,"Movie DanForrer GeneSimmons UnitedStates 2012 TV-14 Documentaries Music&Musicals This doc traces the impact of the Incredible Bongo Band's ""Apache,"" which played a key role in the birth of hip-hop after Kool Herc began sampling it. "
s5798,Extremis,"Movie DanKrauss UnitedStates 2016 TV-PG Documentaries Witness the wrenching emotions that accompany end-of-life decisions as doctors, patients and families in a hospital ICU face harrowing choices. "
s5799,Jandino: Whatever it Takes,"Movie JandinoAsporaat UnitedKingdom 2016 TV-MA Stand-UpComedy Jandino Asporaat riffs on the challenges of raising kids and serenades the audience with a rousing rendition of ""Sex on Fire"" in his comedy show. "
s5800,Chef's Table: France,TV Show 2016 TV-14 Docuseries Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition. 
s5801,Kulipari: An Army of Frogs,"TV Show MarkHamill KeithDavid WendieMalick JoshKeaton MikeyKelley UnitedStates 2016 TV-Y7 Kids'TV In a tale of bravery and heroism, fearless frogs go to war against the sinister scorpions and spiders that have teamed up to conquer the amphibians. "
s5802,Conspiracy,"TV Show MarkBazeley UnitedKingdom 2015 TV-14 BritishTVShows Docuseries Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues. "
s5803,Dead Set,"TV Show JaimeWinstone AndyNyman KevinEldon DavinaMcCall WarrenBrown UnitedKingdom 2008 TV-MA BritishTVShows TVHorror TVThrillers While the housemates in the Big Brother house remain oblivious, fast-moving hordes of the undead decimate the studio compound. "
s5804,Forensic Files,TV Show PeterThomas UnitedStates 2011 TV-MA CrimeTVShows Docuseries Science&NatureTV Detectives and crime lab technicians use the latest and most fascinating procedures to solve crimes in this documentary-style show. 
s5805,Saudi Arabia Uncovered,"Movie UnitedKingdom 2016 TV-14 Documentaries Undercover cameras expose public floggings, executions and other brutality in Saudi Arabia, and introduce those risking their own lives for change. "
s5806,The Fierce Wife,TV Show SoniaSui JamesWen AmandaChu ChrisWang KarenYing-ChenHu Taiwan 2010 TV-MA InternationalTVShows RomanticTVShows TVDramas Beautiful housewife Xie An Zhen seems to be living the perfect life but finds her world crumbling after learning that her husband is cheating on her. 
s5807,Witches: A Century of Murder,"TV Show SuzannahLipscomb UnitedKingdom 2015 TV-14 BritishTVShows CrimeTVShows Docuseries Historian Suzannah Lipscomb investigates the witch hunts that plagued Britain in the 17th century, examining common myths about their origin. "
s5808,Glitter Force,TV Show LauraBailey KateHiggins AlexCazares ColleenO'Shaughnessey DanielleNicole Japan 2016 TV-Y7 AnimeSeries Kids'TV Five preteen girls learn they're a legendary superhero squad known as the Glitter Force. Their mission? To defend Earth from evil fairy-tale villains. 
s5809,Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...,Movie JayKaras JeffFoxworthy LarrytheCableGuy UnitedStates 2016 TV-14 Stand-UpComedy Grammy-nominated comedians Jeff Foxworthy and Larry the Cable Guy bring their distinctive brand of humor to a packed crowd in Minneapolis. 
s5810,XOXO,"Movie ChristopherLouie SarahHyland GrahamPhillips ChrisD'Elia HayleyKiyoko BrettDelBuono UnitedStates 2016 TV-MA Dramas Music&Musicals The lives of a budding DJ, his loyal pal, a hopeless romantic, a jaded has-been and a troubled couple intersect at an electronic dance music festival. "
s5811,I'll Sleep When I'm Dead,"Movie JustinKrook SteveAoki UnitedStates 2016 TV-MA Documentaries Music&Musicals Superstar DJ Steve Aoki reflects on the driving force behind his career: his ambitious father, Benihana founder and perennial daredevil Rocky Aoki. "
s5812,Behind Enemy Lines,"TV Show UnitedStates 2001 TV-14 BritishTVShows Docuseries After dire setbacks in 1940, Winston Churchill commissions a new kind of fighting force: commandos trained to use stealth and audacious tactics. "
s5813,Caught on Camera,"TV Show NickWallis UnitedKingdom 2015 TV-MA BritishTVShows CrimeTVShows Docuseries Nick Wallis presents crimes caught on CCTV, cell phones and other devices and reveals how investigators use the recordings to solve tough cases. "
s5814,Louis C.K.: Live at the Comedy Store,"Movie LouisC.K. LouisC.K. UnitedStates 2015 66 min Movies The comic puts his trademark hilarious/thought-provoking spin on finding a bat in his kitchen, seeing rats having sex, Boston accents and dead pets. "
s5815,Real Crime: Supermarket Heist (Tesco Bomber),"Movie UnitedKingdom 2010 TV-14 Documentaries In 2000, U.K. detectives spent months tracking a criminal known only as Sally, who was targeting a supermarket chain with extortion and letter bombs. "
s5816,Jim Gaffigan: Beyond the Pale,"Movie MichaelDrumm JimGaffigan UnitedStates 2005 TV-14 Stand-UpComedy Comedian Jim Gaffigan cuts loose on a variety of topics, including Hot Pockets, holidays, Catholicism and his favorite activity: doing nothing. "
s5817,Jim Gaffigan: King Baby,"Movie TroyMiller JimGaffigan UnitedStates 2009 TV-PG Stand-UpComedy Jim Gaffigan offers up his take on bacon, bowling and other weighty topics in this stand-up performance filmed live in Austin on his 2008 comedy tour. "
s5818,Jim Gaffigan: Mr. Universe,"Movie JayKaras JimGaffigan UnitedStates 2012 TV-14 Stand-UpComedy Funnyman Jim Gaffigan offers up his unique take on everything from Disney World to overweight whales in this live show from Washington, D.C. "
s5819,Jim Gaffigan: Obsessed,"Movie JayChapman JimGaffigan UnitedStates 2014 TV-14 Stand-UpComedy Comic Jim Gaffigan delivers his sardonic take on topics like eating, exercise, weddings and his five kids in this live stand-up special. "
s5820,David Cross: Making America Great Again!,"Movie AlexColetti DavidCross UnitedStates 2016 TV-MA Stand-UpComedy Cross skewers Donald Trump, religious taboos and American swagger in a provocative night of comedy at the Paramount Theatre in Austin, Texas. "
s5821,Lavell Crawford: Can a Brother Get Some Love?,"Movie MichaelDrumm LavellCrawford UnitedStates 2011 TV-MA Stand-UpComedy ""Last Comic Standing"" runner-up Lavell Crawford lords over a hometown crowd at St. Louis's Orpheum Theatre, raking in the love – and the laughs. "
s5822,Children of God,"Movie JohnSmithson UnitedKingdom 1994 TV-MA Documentaries A former member examines the lingering effects of being raised in the Family, a cult whose disturbing practices include the sexual abuse of children. "
s5823,Cocaine,"TV Show UnitedKingdom 2005 TV-14 BritishTVShows CrimeTVShows Docuseries Three films chronicle the cocaine trade's sweeping impact on the citizens of Peru, Brazil and Colombia, from poor farmers to powerful drug lords. "
s5824,Edge of the Universe,"TV Show UnitedKingdom 2008 TV-G BritishTVShows Docuseries Science&NatureTV Leading astronomers reveal the latest discoveries about death-trap planets, asteroids, comets and other wonders of the cosmos. "
s5825,Interview with a Serial Killer,"Movie ChristopherMartin ArthurShawcross UnitedStates 2008 TV-MA Documentaries In this jailhouse interview, Arthur Shawcross, the Genesee River Killer, shares candid details of his crimes and his surprising family bonds. "
s5826,La Esclava Blanca,"TV Show NereaCamacho OriánSuárez MigueldeMiguel ModestoLacen NormaMartínez Colombia 2016 TV-MA InternationalTVShows Spanish-LanguageTVShows TVDramas In Colombia in 1821, a white orphan is taken in by black slaves. Years after being torn from them, she returns to find her family and childhood love. "
s5827,Real Crime: Diamond Geezers,"Movie TomWhitter ForbesKB UnitedKingdom 2008 TV-14 Documentaries In an attempted heist worthy of a Hollywood film, a cadre of criminals sets out to steal the world's largest perfect diamond from a London landmark. "
s5828,LEGO Bionicle: The Journey to One,TV Show NolanBalzer PaoloBryant JacquiFox QuinnGreene GeoffHughes UnitedStates 2016 TV-Y7 Kids'TV Six legendary heroes find themselves on an epic quest as they harness the power of nature's elements to defeat the forces of evil. 
s5829,Tallulah,"Movie SianHeder EllenPage AllisonJanney TammyBlanchard EvanJonigkeit UzoAduba UnitedStates 2016 TV-MA Dramas IndependentMovies While searching for her ex-boyfriend, a young drifter impulsively kidnaps a baby from a neglectful mother and pretends the child is her own. "
s5830,Popples,"TV Show ErinFitzgerald WendeeLee CassandraMorris CindyRobinson RebaBuhr UnitedStates France 2016 TV-Y Kids'TV The adorable Best Popple Pals love helping their friends and neighbors, but every time they do it seems to backfire in hilarious ways. "
s5831,Rebirth,"Movie KarlMueller FranKranz AdamGoldberg NickyWhelan LuisGerardoMéndez HarryHamlin UnitedStates 2016 TV-MA Dramas Thrillers Long-lost buddy Zack gets suburban dad Kyle on a bus to a Rebirth seminar, sending him down a rabbit hole of psychodrama, seduction and violence. "
s5832,Tony Robbins: I Am Not Your Guru,Movie JoeBerlinger TonyRobbins UnitedStates 2016 TV-MA Documentaries Tony Robbins' clients swear by his unorthodox life coaching methods. A revealing film goes behind the curtain at his annual mega-event. 
s5833,Gridlocked,"Movie AllanUngar DominicPurcell CodyHackman StephenLang TrishStratus DannyGlover Canada 2015 R Action&Adventure An embittered cop is tasked with baby-sitting a spoiled actor, but the two must learn to fight together when they run afoul of a group of mercenaries. "
